,caudalmiddlefrontal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh
caudalmiddlefrontal-lh,0.525,0.0,0.0,0.075,0.0,0.05,0.2,0.15
frontalpole-lh,0.0,0.4583333333333333,0.041666666666666664,0.125,0.3541666666666667,0.0,0.020833333333333332,0.0
frontalpole-rh,0.0,0.10869565217391304,0.4782608695652174,0.0,0.2391304347826087,0.17391304347826086,0.0,0.0
lateralorbitofrontal-lh,0.13513513513513514,0.10810810810810811,0.0,0.4594594594594595,0.0,0.0,0.2972972972972973,0.0
medialorbitofrontal-lh,0.0,0.39622641509433965,0.1320754716981132,0.03773584905660377,0.4339622641509434,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.3225806451612903,0.0,0.06451612903225806,0.6129032258064516,0.0,0.0
parsorbitalis-lh,0.2222222222222222,0.0,0.0,0.25,0.0,0.0,0.4166666666666667,0.1111111111111111
rostralanteriorcingulate-rh,0.19047619047619047,0.0,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.6666666666666666
