,frontalpole-rh,fusiform-rh,lingual-rh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-rh,0.5384615384615384,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0
fusiform-rh,0.0,0.84,0.12,0.0,0.0,0.0,0.0,0.04
lingual-rh,0.0,0.18518518518518517,0.5925925925925926,0.2222222222222222,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.27586206896551724,0.7241379310344828,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.35294117647058826,0.0
rostralanteriorcingulate-rh,0.52,0.0,0.0,0.0,0.0,0.48,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.4230769230769231,0.0,0.5769230769230769,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
