,cuneus-lh,cuneus-rh,frontalpole-lh,frontalpole-rh,lingual-rh,pericalcarine-rh,rostralmiddlefrontal-lh,temporalpole-lh
cuneus-lh,0.6595744680851063,0.0,0.0,0.0,0.06382978723404255,0.2765957446808511,0.0,0.0
cuneus-rh,0.0,0.9666666666666667,0.0,0.0,0.03333333333333333,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.52,0.48,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.34210526315789475,0.47368421052631576,0.0,0.0,0.18421052631578946,0.0
lingual-rh,0.15151515151515152,0.0,0.0,0.0,0.8181818181818182,0.030303030303030304,0.0,0.0
pericalcarine-rh,0.3793103448275862,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.17073170731707318,0.0,0.0,0.7560975609756098,0.07317073170731707
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.782608695652174
