,cuneus-rh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,pericalcarine-rh,precuneus-rh,superiorparietal-rh
cuneus-rh,0.8297872340425532,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.10638297872340426
inferiorparietal-rh,0.0,0.2413793103448276,0.05172413793103448,0.22413793103448276,0.22413793103448276,0.08620689655172414,0.10344827586206896,0.06896551724137931
isthmuscingulate-rh,0.0,0.25,0.16666666666666666,0.25,0.25,0.08333333333333333,0.0,0.0
lateraloccipital-rh,0.0,0.15,0.05,0.4,0.2,0.08333333333333333,0.11666666666666667,0.0
lingual-rh,0.0,0.21428571428571427,0.05357142857142857,0.2857142857142857,0.26785714285714285,0.05357142857142857,0.125,0.0
pericalcarine-rh,0.0,0.25925925925925924,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.037037037037037035,0.14814814814814814
precuneus-rh,0.0,0.14925373134328357,0.029850746268656716,0.22388059701492538,0.16417910447761194,0.04477611940298507,0.3880597014925373,0.0
superiorparietal-rh,0.32142857142857145,0.10714285714285714,0.0,0.0,0.0,0.07142857142857142,0.0,0.5
