,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.4090909090909091,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
frontalpole-rh,0.24,0.4533333333333333,0.013333333333333334,0.06666666666666667,0.22666666666666666,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.41379310344827586,0.09655172413793103,0.0,0.42758620689655175,0.041379310344827586,0.020689655172413793
medialorbitofrontal-rh,0.08333333333333333,0.08333333333333333,0.0625,0.625,0.020833333333333332,0.11458333333333333,0.010416666666666666,0.0
parsorbitalis-rh,0.06349206349206349,0.2857142857142857,0.0,0.015873015873015872,0.6349206349206349,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.375,0.13194444444444445,0.0,0.4305555555555556,0.041666666666666664,0.020833333333333332
rostralanteriorcingulate-rh,0.0,0.0,0.3,0.15,0.0,0.3,0.25,0.0
temporalpole-rh,0.0,0.0,0.3,0.2,0.0,0.3,0.0,0.2
