,frontalpole-rh,fusiform-rh,inferiorparietal-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-rh
frontalpole-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.2976190476190476,0.0,0.32142857142857145,0.0,0.0,0.32142857142857145,0.05952380952380952
inferiorparietal-rh,0.0,0.0,0.3382352941176471,0.0,0.22058823529411764,0.25735294117647056,0.022058823529411766,0.16176470588235295
insula-lh,0.0,0.15428571428571428,0.017142857142857144,0.44,0.0,0.0,0.30857142857142855,0.08
isthmuscingulate-rh,0.009433962264150943,0.0,0.24528301886792453,0.0,0.4056603773584906,0.32075471698113206,0.0,0.018867924528301886
lateraloccipital-rh,0.0,0.0,0.21678321678321677,0.0,0.26573426573426573,0.46853146853146854,0.0,0.04895104895104895
parahippocampal-lh,0.0,0.17419354838709677,0.03870967741935484,0.32903225806451614,0.0,0.0,0.34838709677419355,0.10967741935483871
pericalcarine-rh,0.0,0.019801980198019802,0.25742574257425743,0.09900990099009901,0.0594059405940594,0.10891089108910891,0.12871287128712872,0.32673267326732675
