,frontalpole-rh,fusiform-rh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,paracentral-lh,parahippocampal-lh,parahippocampal-rh
frontalpole-rh,0.7314285714285714,0.0,0.017142857142857144,0.03,0.0,0.10142857142857142,0.07571428571428572,0.04428571428571428
fusiform-rh,0.0,0.3153258954785672,0.1632413388138579,0.09806224310041103,0.16030534351145037,0.0011743981209630064,0.08338226658837346,0.178508514386377
inferiorparietal-rh,0.00850546780072904,0.16281895504252733,0.29222357229647633,0.1166464155528554,0.25880923450789795,0.01701093560145808,0.05589307411907655,0.08809234507897934
isthmuscingulate-rh,0.01973164956590371,0.1270718232044199,0.14917127071823205,0.2628255722178374,0.12786108918705605,0.06156274664561957,0.11681136543014996,0.13496448303078137
lateraloccipital-rh,0.0,0.17155612244897958,0.2780612244897959,0.10586734693877552,0.3125,0.0,0.047193877551020405,0.08482142857142858
paracentral-lh,0.17761557177615572,0.0,0.0681265206812652,0.17518248175182483,0.0,0.45742092457420924,0.072992700729927,0.04866180048661801
parahippocampal-lh,0.047619047619047616,0.11783696529459241,0.07506053268765134,0.1275221953188055,0.05649717514124294,0.029055690072639227,0.3454398708635997,0.2009685230024213
parahippocampal-rh,0.019707565162110616,0.20089001907183726,0.09218054672600128,0.1080737444373808,0.08328035600762873,0.01652892561983471,0.15766052129688493,0.32167832167832167
