,bankssts-lh,bankssts-rh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh
bankssts-lh,0.9185185185185185,0.0,0.08148148148148149,0.0,0.0,0.0,0.0,0.0
bankssts-rh,0.0,0.7979651162790697,0.0,0.10755813953488372,0.023255813953488372,0.0,0.06686046511627906,0.00436046511627907
frontalpole-rh,0.04395604395604396,0.0,0.689010989010989,0.0912087912087912,0.03296703296703297,0.031868131868131866,0.016483516483516484,0.0945054945054945
isthmuscingulate-rh,0.0,0.057902973395931145,0.06964006259780908,0.46400625978090765,0.12910798122065728,0.010172143974960876,0.1697965571205008,0.09937402190923318
lateralorbitofrontal-lh,0.0,0.008530805687203791,0.016113744075829384,0.07819905213270142,0.35639810426540286,0.04454976303317536,0.2838862559241706,0.2123222748815166
parahippocampal-rh,0.0,0.0,0.04239766081871345,0.019005847953216373,0.14619883040935672,0.5950292397660819,0.01608187134502924,0.18128654970760233
parsorbitalis-lh,0.0,0.025205761316872428,0.00874485596707819,0.11162551440329219,0.30246913580246915,0.00360082304526749,0.38477366255144035,0.16358024691358025
rostralanteriorcingulate-lh,0.0,0.0027502750275027505,0.04950495049504951,0.07260726072607261,0.25027502750275027,0.0638063806380638,0.18371837183718373,0.3773377337733773
