,frontalpole-lh,frontalpole-rh,fusiform-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.42360475754803295,0.19030192131747484,0.0,0.1637694419030192,0.008234217749313814,0.04483074107959744,0.1655992680695334,0.0036596523330283625
frontalpole-rh,0.17719298245614035,0.32456140350877194,0.0,0.19736842105263158,0.007017543859649123,0.09035087719298246,0.20175438596491227,0.0017543859649122807
fusiform-lh,0.0,0.0,0.5260223048327137,0.0,0.31226765799256506,0.0,0.0018587360594795538,0.15985130111524162
medialorbitofrontal-rh,0.18,0.225,0.001,0.288,0.011,0.068,0.226,0.001
parahippocampal-lh,0.012915129151291513,0.01107011070110701,0.3173431734317343,0.016605166051660517,0.45940959409594095,0.0,0.02029520295202952,0.16236162361623616
rostralanteriorcingulate-lh,0.05718954248366013,0.13725490196078433,0.0,0.09477124183006536,0.0,0.5637254901960784,0.14705882352941177,0.0
rostralanteriorcingulate-rh,0.15669014084507044,0.20774647887323944,0.002640845070422535,0.18661971830985916,0.011443661971830986,0.08538732394366197,0.3494718309859155,0.0
temporalpole-lh,0.01092896174863388,0.007285974499089253,0.1384335154826958,0.00546448087431694,0.1621129326047359,0.0,0.0,0.6757741347905283
