,entorhinal-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.6887661141804788,0.01289134438305709,0.0,0.020257826887661142,0.0055248618784530384,0.0,0.2578268876611418,0.014732965009208104
frontalpole-lh,0.005366726296958855,0.7173524150268337,0.1520572450805009,0.0,0.0,0.057245080500894455,0.0,0.06797853309481217
frontalpole-rh,0.0,0.2554347826086957,0.5978260869565217,0.0,0.0,0.14673913043478262,0.0,0.0
isthmuscingulate-lh,0.03488372093023256,0.0,0.0,0.7906976744186046,0.13488372093023257,0.0,0.03953488372093023,0.0
parahippocampal-rh,0.008450704225352112,0.0,0.0,0.18028169014084508,0.7774647887323943,0.0,0.03380281690140845,0.0
rostralanteriorcingulate-rh,0.0,0.0944206008583691,0.13304721030042918,0.0,0.0,0.7124463519313304,0.0,0.060085836909871244
temporalpole-lh,0.22852233676975944,0.0,0.0,0.018900343642611683,0.020618556701030927,0.003436426116838488,0.6683848797250859,0.06013745704467354
temporalpole-rh,0.024,0.078,0.0,0.0,0.0,0.044,0.078,0.776
