,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh
frontalpole-lh,0.3655913978494624,0.15591397849462366,0.0,0.0,0.0,0.3064516129032258,0.17204301075268819,0.0
frontalpole-rh,0.25217391304347825,0.24347826086956523,0.0,0.0,0.0,0.25217391304347825,0.25217391304347825,0.0
fusiform-lh,0.0,0.0,0.6056338028169014,0.16901408450704225,0.0,0.0,0.0,0.22535211267605634
insula-lh,0.0,0.0,0.36363636363636365,0.3333333333333333,0.0,0.0,0.0,0.30303030303030304
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.3179190751445087,0.1676300578034682,0.0,0.0,0.0,0.32947976878612717,0.18497109826589594,0.0
medialorbitofrontal-rh,0.2601626016260163,0.22764227642276422,0.0,0.0,0.0,0.2601626016260163,0.25203252032520324,0.0
parahippocampal-lh,0.0,0.0,0.2903225806451613,0.1935483870967742,0.0,0.0,0.0,0.5161290322580645
