,frontalpole-rh,inferiorparietal-lh,inferiorparietal-rh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.9456521739130435,0.0,0.05434782608695652,0.0,0.0,0.0,0.0,0.0
inferiorparietal-lh,0.0,0.6158940397350994,0.0,0.1456953642384106,0.0,0.046357615894039736,0.046357615894039736,0.1456953642384106
inferiorparietal-rh,0.02654867256637168,0.0,0.6460176991150443,0.035398230088495575,0.2920353982300885,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.21138211382113822,0.016260162601626018,0.45528455284552843,0.008130081300813009,0.0,0.17073170731707318,0.13821138211382114
lateraloccipital-rh,0.0,0.0,0.2773109243697479,0.025210084033613446,0.6974789915966386,0.0,0.0,0.0
pericalcarine-lh,0.0,0.05,0.0,0.0,0.0,0.58,0.17,0.2
temporalpole-rh,0.0,0.06040268456375839,0.0,0.14093959731543623,0.0,0.10738255033557047,0.40939597315436244,0.28187919463087246
transversetemporal-rh,0.0,0.1317365269461078,0.0,0.08982035928143713,0.0,0.11976047904191617,0.23952095808383234,0.41916167664670656
