,F7,FT9,FC5,C3,F8,FT7,FC3,C5
F7,0.2746478873239437,0.176056338028169,0.0,0.0,0.0,0.0,0.28169014084507044,0.2676056338028169
FT9,0.25252525252525254,0.24242424242424243,0.0,0.0,0.0,0.0,0.25252525252525254,0.25252525252525254
FC5,0.0,0.0,0.36507936507936506,0.20105820105820105,0.1164021164021164,0.31746031746031744,0.0,0.0
C3,0.0,0.0,0.2878787878787879,0.2803030303030303,0.14393939393939395,0.2878787878787879,0.0,0.0
F8,0.0,0.0,0.25,0.2125,0.3,0.2375,0.0,0.0
FT7,0.0,0.0,0.3389830508474576,0.21468926553672316,0.11864406779661017,0.327683615819209,0.0,0.0
FC3,0.2597402597402597,0.16233766233766234,0.0,0.0,0.0,0.0,0.3246753246753247,0.2532467532467532
C5,0.2765957446808511,0.1773049645390071,0.0,0.0,0.0,0.0,0.2765957446808511,0.2695035460992908
