,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0
parstriangularis-rh,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
postcentral-rh,0.0,0.0,0.3357664233576642,0.25547445255474455,0.0,0.24817518248175183,0.0,0.16058394160583941
rostralmiddlefrontal-lh,0.0,0.0,0.2892561983471074,0.2892561983471074,0.0,0.2727272727272727,0.0,0.1487603305785124
superiorfrontal-lh,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
superiorfrontal-rh,0.0,0.0,0.29464285714285715,0.2767857142857143,0.0,0.29464285714285715,0.0,0.13392857142857142
superiortemporal-rh,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0
supramarginal-lh,0.0,0.0,0.25316455696202533,0.21518987341772153,0.0,0.189873417721519,0.0,0.34177215189873417
