,FT9,TP9,Pz,TP10,FT10,AF7,AF3,AF8
FT9,0.49624060150375937,0.0,0.0,0.0,0.5037593984962406,0.0,0.0,0.0
TP9,0.0,0.48717948717948717,0.0,0.0,0.0,0.0,0.0,0.5128205128205128
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.49264705882352944,0.0,0.0,0.0,0.5073529411764706,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.319672131147541,0.0,0.0,0.0,0.0,0.0,0.680327868852459
