,FT9,Pz,TP10,FT10,AF7,PO4,TP8,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.6575342465753424,0.0,0.273972602739726,0.0,0.0,0.0,0.0684931506849315
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.38,0.0,0.52,0.0,0.0,0.0,0.1
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.3125,0.0,0.375,0.0,0.0,0.0,0.3125
