,F3,TP9,TP10,AF7,AF3,CPz,AF8,AF4
F3,0.8172043010752689,0.1827956989247312,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.33505154639175255,0.32989690721649484,0.0,0.0,0.0,0.33505154639175255
AF7,0.0,0.0,0.33,0.335,0.0,0.0,0.0,0.335
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.3350253807106599,0.3299492385786802,0.0,0.0,0.0,0.3350253807106599
