,bankssts-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,parsorbitalis-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
bankssts-lh,0.6859903381642513,0.0,0.0,0.0966183574879227,0.0,0.0,0.1932367149758454,0.024154589371980676
frontalpole-lh,0.0,0.6376811594202898,0.06763285024154589,0.12560386473429952,0.16908212560386474,0.0,0.0,0.0
frontalpole-rh,0.0,0.07042253521126761,0.7676056338028169,0.0,0.08450704225352113,0.0,0.07746478873239436,0.0
lateralorbitofrontal-lh,0.09803921568627451,0.10784313725490197,0.0,0.4852941176470588,0.16176470588235295,0.029411764705882353,0.10294117647058823,0.014705882352941176
parsorbitalis-lh,0.008695652173913044,0.15217391304347827,0.043478260869565216,0.16956521739130434,0.5434782608695652,0.043478260869565216,0.017391304347826087,0.021739130434782608
temporalpole-lh,0.0,0.0,0.0,0.03669724770642202,0.11009174311926606,0.8532110091743119,0.0,0.0
temporalpole-rh,0.17592592592592593,0.0,0.05092592592592592,0.10648148148148148,0.009259259259259259,0.0,0.6388888888888888,0.018518518518518517
transversetemporal-lh,0.07758620689655173,0.0,0.0,0.04310344827586207,0.04310344827586207,0.0,0.05172413793103448,0.7844827586206896
