,frontalpole-rh,inferiorparietal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,transversetemporal-lh
frontalpole-rh,0.4036697247706422,0.027522935779816515,0.18807339449541285,0.045871559633027525,0.03211009174311927,0.13761467889908258,0.12385321100917432,0.04128440366972477
inferiorparietal-rh,0.027777777777777776,0.5416666666666666,0.0,0.0,0.0763888888888889,0.1875,0.0,0.16666666666666666
medialorbitofrontal-lh,0.3225806451612903,0.0064516129032258064,0.4838709677419355,0.0,0.0,0.13548387096774195,0.025806451612903226,0.025806451612903226
medialorbitofrontal-rh,0.038461538461538464,0.0,0.0,0.4807692307692308,0.21794871794871795,0.04487179487179487,0.20512820512820512,0.01282051282051282
rostralanteriorcingulate-lh,0.014184397163120567,0.06382978723404255,0.0,0.2695035460992908,0.46099290780141844,0.0425531914893617,0.05673758865248227,0.09219858156028368
rostralanteriorcingulate-rh,0.1590909090909091,0.17613636363636365,0.09659090909090909,0.028409090909090908,0.03409090909090909,0.3693181818181818,0.0625,0.07386363636363637
rostralmiddlefrontal-rh,0.14556962025316456,0.0,0.012658227848101266,0.22151898734177214,0.06329113924050633,0.06962025316455696,0.4873417721518987,0.0
transversetemporal-lh,0.0660377358490566,0.22641509433962265,0.018867924528301886,0.03773584905660377,0.14150943396226415,0.10377358490566038,0.0,0.4056603773584906
