,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,medialorbitofrontal-rh,parsopercularis-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.4239766081871345,0.03216374269005848,0.14619883040935672,0.0847953216374269,0.0,0.1023391812865497,0.07309941520467836,0.13742690058479531
frontalpole-rh,0.048034934497816595,0.5720524017467249,0.034934497816593885,0.08296943231441048,0.0,0.0,0.22707423580786026,0.034934497816593885
isthmuscingulate-lh,0.17490494296577946,0.015209125475285171,0.5817490494296578,0.0076045627376425855,0.0,0.0,0.11026615969581749,0.11026615969581749
medialorbitofrontal-rh,0.13716814159292035,0.10176991150442478,0.0,0.5575221238938053,0.022123893805309734,0.14601769911504425,0.0,0.035398230088495575
parsopercularis-rh,0.0,0.0,0.0,0.07291666666666667,0.75,0.17708333333333334,0.0,0.0
parsorbitalis-rh,0.19402985074626866,0.004975124378109453,0.0,0.16417910447761194,0.05472636815920398,0.5373134328358209,0.0,0.04477611940298507
rostralanteriorcingulate-lh,0.1018867924528302,0.17358490566037735,0.10943396226415095,0.0,0.0,0.0,0.47924528301886793,0.13584905660377358
rostralanteriorcingulate-rh,0.1843137254901961,0.0196078431372549,0.10588235294117647,0.023529411764705882,0.0,0.027450980392156862,0.12941176470588237,0.5098039215686274
