,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.3157894736842105,0.09210526315789473,0.0,0.13157894736842105,0.35526315789473684,0.02631578947368421,0.07894736842105263,0.0
parstriangularis-rh,0.13725490196078433,0.3333333333333333,0.0,0.0392156862745098,0.1568627450980392,0.058823529411764705,0.27450980392156865,0.0
precentral-lh,0.014705882352941176,0.014705882352941176,0.36764705882352944,0.08823529411764706,0.014705882352941176,0.10294117647058823,0.25,0.14705882352941177
precentral-rh,0.19672131147540983,0.04918032786885246,0.06557377049180328,0.2459016393442623,0.18032786885245902,0.04918032786885246,0.16393442622950818,0.04918032786885246
rostralmiddlefrontal-rh,0.22448979591836735,0.08163265306122448,0.0,0.08163265306122448,0.5204081632653061,0.02040816326530612,0.07142857142857142,0.0
superiorfrontal-rh,0.125,0.09375,0.15625,0.09375,0.125,0.28125,0.0625,0.0625
superiortemporal-lh,0.041666666666666664,0.14583333333333334,0.16666666666666666,0.07291666666666667,0.052083333333333336,0.010416666666666666,0.4479166666666667,0.0625
superiortemporal-rh,0.0,0.0,0.3103448275862069,0.13793103448275862,0.0,0.034482758620689655,0.1724137931034483,0.3448275862068966
