,Fp1,F7,FT10,Fp2,AF7,F1,FC3,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.33164556962025316,0.3341772151898734,0.0,0.0,0.0,0.0,0.3341772151898734
FT10,0.0,0.09792284866468842,0.4621661721068249,0.0,0.0,0.0,0.0,0.43991097922848665
Fp2,0.0,0.0,0.0,0.4942528735632184,0.5057471264367817,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.04085422469823584,0.9266480965645311,0.0,0.032497678737233054,0.0
F1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.13454545454545455,0.0,0.8654545454545455,0.0
AF8,0.0,0.07923169267707082,0.3547418967587035,0.0,0.0,0.0,0.0,0.5660264105642256
