,FC5,FT10,F4,Fp2,AF7,AF3,AFz,AF8
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.3170731707317073,0.34146341463414637,0.34146341463414637,0.0,0.0
AF7,0.0,0.0,0.0,0.27450980392156865,0.35294117647058826,0.37254901960784315,0.0,0.0
AF3,0.0,0.0,0.0,0.27450980392156865,0.3333333333333333,0.39215686274509803,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
