,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.19387755102040816,0.11224489795918367,0.12244897959183673,0.15306122448979592,0.0,0.08163265306122448,0.1836734693877551,0.15306122448979592
caudalmiddlefrontal-rh,0.17567567567567569,0.1891891891891892,0.0945945945945946,0.16216216216216217,0.0,0.0,0.17567567567567569,0.20270270270270271
postcentral-lh,0.17105263157894737,0.06578947368421052,0.18421052631578946,0.15789473684210525,0.0,0.09210526315789473,0.17105263157894737,0.15789473684210525
postcentral-rh,0.15833333333333333,0.10833333333333334,0.11666666666666667,0.19166666666666668,0.0,0.06666666666666667,0.20833333333333334,0.15
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiorfrontal-lh,0.1794871794871795,0.0,0.1282051282051282,0.15384615384615385,0.0,0.28205128205128205,0.20512820512820512,0.05128205128205128
superiorparietal-lh,0.1652892561983471,0.10743801652892562,0.12396694214876033,0.17355371900826447,0.0,0.08264462809917356,0.19834710743801653,0.1487603305785124
superiorparietal-rh,0.1619047619047619,0.14285714285714285,0.11428571428571428,0.17142857142857143,0.0,0.0380952380952381,0.17142857142857143,0.2
