,cuneus-lh,frontalpole-lh,frontalpole-rh,insula-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.1270718232044199,0.12154696132596685,0.13259668508287292,0.11049723756906077,0.11602209944751381,0.13259668508287292,0.1270718232044199,0.13259668508287292
frontalpole-lh,0.13114754098360656,0.13114754098360656,0.1366120218579235,0.10382513661202186,0.12568306010928962,0.12568306010928962,0.12021857923497267,0.12568306010928962
frontalpole-rh,0.12698412698412698,0.12169312169312169,0.13227513227513227,0.1111111111111111,0.1164021164021164,0.13227513227513227,0.12698412698412698,0.13227513227513227
insula-lh,0.11612903225806452,0.10967741935483871,0.12258064516129032,0.14838709677419354,0.1032258064516129,0.12903225806451613,0.13548387096774195,0.13548387096774195
medialorbitofrontal-lh,0.12849162011173185,0.13966480446927373,0.1340782122905028,0.1005586592178771,0.1340782122905028,0.12290502793296089,0.11731843575418995,0.12290502793296089
medialorbitofrontal-rh,0.12087912087912088,0.11538461538461539,0.12637362637362637,0.12087912087912088,0.10989010989010989,0.13186813186813187,0.13736263736263737,0.13736263736263737
rostralanteriorcingulate-lh,0.11931818181818182,0.11363636363636363,0.125,0.13068181818181818,0.10795454545454546,0.13068181818181818,0.13636363636363635,0.13636363636363635
rostralanteriorcingulate-rh,0.12021857923497267,0.11475409836065574,0.12568306010928962,0.12568306010928962,0.1092896174863388,0.13114754098360656,0.1366120218579235,0.1366120218579235
