,caudalmiddlefrontal-rh,frontalpole-lh,fusiform-lh,lateralorbitofrontal-lh,parsopercularis-rh,pericalcarine-rh,rostralmiddlefrontal-lh,temporalpole-rh
caudalmiddlefrontal-rh,0.2535211267605634,0.18309859154929578,0.15492957746478872,0.11267605633802817,0.0,0.0,0.14084507042253522,0.15492957746478872
frontalpole-lh,0.18072289156626506,0.1927710843373494,0.1686746987951807,0.13253012048192772,0.0,0.0,0.1566265060240964,0.1686746987951807
fusiform-lh,0.1625,0.1875,0.175,0.1375,0.0,0.0,0.1625,0.175
lateralorbitofrontal-lh,0.14492753623188406,0.17391304347826086,0.17391304347826086,0.15942028985507245,0.0,0.0,0.17391304347826086,0.17391304347826086
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.15384615384615385,0.1794871794871795,0.1794871794871795,0.14102564102564102,0.0,0.0,0.16666666666666666,0.1794871794871795
temporalpole-rh,0.1625,0.1875,0.175,0.1375,0.0,0.0,0.1625,0.175
