,bankssts-rh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,paracentral-lh,posteriorcingulate-lh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.743801652892562,0.0,0.0,0.0,0.0,0.0,0.19008264462809918,0.06611570247933884
caudalanteriorcingulate-lh,0.0,0.47058823529411764,0.0,0.0,0.27058823529411763,0.25882352941176473,0.0,0.0
frontalpole-lh,0.0,0.0,0.7425742574257426,0.16831683168316833,0.0,0.0,0.0,0.0891089108910891
frontalpole-rh,0.0,0.0,0.1595744680851064,0.8404255319148937,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.2608695652173913,0.0,0.0,0.36645962732919257,0.37267080745341613,0.0,0.0
posteriorcingulate-lh,0.0,0.25157232704402516,0.0,0.0,0.3584905660377358,0.389937106918239,0.0,0.0
temporalpole-lh,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.6944444444444444,0.013888888888888888
temporalpole-rh,0.11009174311926606,0.0,0.10091743119266056,0.0,0.0,0.0,0.027522935779816515,0.7614678899082569
