,bankssts-rh,caudalmiddlefrontal-lh,cuneus-lh,frontalpole-lh,fusiform-rh,inferiortemporal-rh,parahippocampal-rh,parsorbitalis-lh
bankssts-rh,0.8916256157635468,0.0,0.0,0.0,0.029556650246305417,0.014778325123152709,0.034482758620689655,0.029556650246305417
caudalmiddlefrontal-lh,0.0,0.9627329192546584,0.0,0.0,0.0,0.0,0.0,0.037267080745341616
cuneus-lh,0.0,0.0,0.873015873015873,0.12698412698412698,0.0,0.0,0.0,0.0
frontalpole-lh,0.013605442176870748,0.0,0.09523809523809523,0.7551020408163265,0.07482993197278912,0.047619047619047616,0.013605442176870748,0.0
fusiform-rh,0.02050113895216401,0.0,0.0,0.02733485193621868,0.43507972665148065,0.2164009111617312,0.30068337129840544,0.0
inferiortemporal-rh,0.01152073732718894,0.0,0.0,0.020737327188940093,0.23271889400921658,0.3778801843317972,0.35714285714285715,0.0
parahippocampal-rh,0.00931098696461825,0.0,0.0,0.0074487895716946,0.2644320297951583,0.2811918063314711,0.4376163873370577,0.0
parsorbitalis-lh,0.01834862385321101,0.03669724770642202,0.0,0.0,0.0,0.0,0.0,0.944954128440367
