,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.09725131986927009,0.03645353222157043,0.02023799547473393,0.011648370066202967,0.03905137015000419,0.021914019944691193,0.012025475571943351,0.021327411380206152,0.016466940417330093,0.012737785971675186,0.01227687924243694,0.010600854772479679,0.012318779854185872,0.015922232464593983,0.013575798206653817,0.010684655995977541,0.017807759993295903,0.013869102488896338,0.014581412888628175,0.009762842537501048,0.008044917455794855,0.028576217212771305,0.011606469454454035,0.013156792089164503,0.010684655995977541,0.009511438867007458,0.028827620883264897,0.026648789072320454,0.008338221738037376,0.004441464845386742,8.380122349786307e-05,0.0005447079527361099,0.00682979971507584,0.011145562725215788,0.011522668230956172,0.012737785971675186,0.013575798206653817,0.03557361937484287,0.018645772228274533,0.018645772228274533,0.02266823095617196,0.01688594653481941,0.01500041900611749,0.006662197268080114,0.014288108606385653,0.01177407190144976,0.02321293890890807,0.008882929690773485,0.020908405262716836,0.01449761166513031,0.014916617782619625,0.016634542864325818,0.016006033688091847,0.013785301265398476,0.03259867594066873,0.018184865499036286,0.0029749434341741388,0.0031844464929187966,0.026187882343082208,0.0010894159054722198
F3,0.037568011054495205,0.06218153553847482,0.020770360134726662,0.024829432593488212,0.03717937645737974,0.038518006736333016,0.009284048708869504,0.013472666033336212,0.007168149235685292,0.007643147076604197,0.011615856291562312,0.02197944554797478,0.010018136281198721,0.02370671042404353,0.015243112531306675,0.005613610847223421,0.022843077986009156,0.01075222385352794,0.018049917954918386,0.00535452111581311,0.00660678815096295,0.029752137490284134,0.011529493047758873,0.008636324380343726,0.01675446929786683,0.0036704378616460834,0.028413507211330857,0.02772260126090336,0.002331807582692806,0.007211330857587011,0.0017704464979704639,0.0016840832541670265,0.008722687624147163,0.012090854132481217,0.004145435702564988,0.005743155712928578,0.020856723378530097,0.024613524483979618,0.019086276880559635,0.014336298471370584,0.037352102944986615,0.028543052077036012,0.007945418429916227,0.01036358925641247,0.005959063822437171,0.01731583038258917,0.01921582174626479,0.010665860609724501,0.03808619051731583,0.008636324380343726,0.02923395802746351,0.022627169876500562,0.009974954659297004,0.012047672510579498,0.029968045599792728,0.025045340702996806,0.003368166508334053,0.0025908973141031176,0.019734001209085413,0.001856809741773901
FT9,0.018598978580684503,0.018484640597606523,0.060675356353380595,0.021724216784815915,0.01776050003811266,0.01825596463145057,0.023858525802271515,0.0022105343395075845,0.019932921716594252,0.010595319765226008,0.008079884137510481,0.02191478008994588,0.031785959295678026,0.017303148105800747,0.023591737175089566,0.01425413522372132,0.02260080798841375,0.014406585867825292,0.03346291638082171,0.017798612699138655,0.009490052595472215,0.017951063343242625,0.017150697461696774,0.014711487156033234,0.016617120207332876,0.005602561170820947,0.017112584800670783,0.013911121274487384,0.0060218004421068675,0.01692202149554082,0.004802195289275097,0.004878420611327083,0.02260080798841375,0.03148105800747008,0.020352160987880175,0.018751429224788476,0.020733287598140103,0.02111441420840003,0.006136138425184847,0.023439286530985592,0.009833066544706151,0.010595319765226008,0.013263206037045507,0.0049927585944050615,0.013491882003201464,0.018789541885814467,0.010023629849836116,0.010366643799070051,0.01924689381812638,0.008727799374952359,0.0143684732067993,0.006174251086210839,0.015511853037579083,0.019971034377620246,0.021038188886348046,0.028965622379754554,0.0,0.015397515054501106,0.028927509718728563,0.003239576187209391
FC5,0.012613656623284009,0.02602959529327866,0.02553931182028882,0.06048315207701908,0.012836512747370297,0.047914066678552324,0.021305045462649313,0.0004457122481725798,0.0035211267605633804,0.0027634159386699946,0.005125690853984667,0.05237118916027812,0.020146193617400606,0.03106614369762881,0.01720449277946158,0.005883401675878053,0.019254769121055445,0.003654840435015154,0.02469245854876092,0.006507398823319665,0.003654840435015154,0.02380103405241576,0.009092529862720628,0.010117668033517562,0.019745052594045284,0.0007577108218933856,0.017739347477268675,0.028614726332679623,0.0,0.027010162239258336,0.010741665180959172,0.010429666607238366,0.015020502763415938,0.02910500980566946,0.0,0.0032091281868425743,0.01631306828311642,0.018898199322517382,0.009983954359065787,0.006150829024781601,0.030353004100552684,0.030174719201283652,0.0005794259226243537,0.006061686575147085,0.005883401675878053,0.030798716348725264,0.008290247816009984,0.015377072561954003,0.042075236227491535,0.013594223569263684,0.03311642003922268,0.014663932964877875,0.006239971474416117,0.013594223569263684,0.02758958816188269,0.026742734890354787,0.004769121055446603,0.0106079515065074,0.016001069709395615,0.0037439828846496702
FC1,0.0366910208807442,0.03409589970854793,0.018325547969816745,0.011139058569888609,0.06112508484049986,0.027109035014173354,0.010739809158781491,0.024753463488641353,0.01501177785762766,0.019563221144248813,0.013853954565417015,0.012336806803209966,0.011498383039885016,0.01589012656206332,0.020641194554238032,0.01265620633209566,0.01844532279314888,0.01157823292210644,0.015091627739849083,0.012097257156545695,0.009701760689902982,0.025232562781969895,0.015251327504291931,0.014852078093184812,0.011897632450992134,0.009142811514353016,0.02770790913083403,0.026230686309737693,0.010739809158781491,0.006348065636603186,0.002235796702199864,0.003473469876631932,0.005629416696610373,0.010819659041002915,0.010859583982113626,0.008224537868806643,0.020202020202020204,0.022357967021998642,0.023835189843094982,0.01221703197987783,0.029744081127480337,0.019762845849802372,0.01201740727432427,0.006148440931049627,0.017127799736495388,0.011258833393220745,0.02000239549646664,0.011937557392102846,0.020641194554238032,0.012576356449874237,0.021200143729788,0.01760689902982393,0.02203856749311295,0.012296881862099254,0.032498902064119456,0.015490877150956203,0.007865213398810236,0.002595121172196271,0.020880744200902305,0.006707390106599593
C3,0.01874513687486737,0.0314423144938813,0.016905991370163402,0.03777321921199689,0.024297941571762044,0.06214189714932447,0.011105609393789347,0.013015491264058853,0.002794086439838721,0.006932163825422649,0.0061894319869845085,0.03848058286765226,0.012909386715710547,0.03391808728867511,0.015066845865459432,0.0053405956001980615,0.01616325953172526,0.0028648228054042584,0.01722430501520832,0.005093018320718681,0.007533422932729716,0.023979627926717127,0.008842045695692155,0.010186036641437362,0.014359482209804061,0.0005658909245242979,0.021468486949140553,0.04049656928627007,0.004208813751149466,0.01464242767206621,0.013369173091886538,0.012520336705100091,0.010893400297092735,0.01644620499398741,0.0,0.0022989318808799603,0.01153002758718257,0.01952323689608828,0.0217514324114027,0.004845441041239301,0.042972342081063875,0.034731555492678784,0.0008488363867864469,0.011140977576572116,0.008311522953950627,0.023272264271061754,0.013369173091886538,0.014182641295890218,0.04604937398316474,0.016799886821815095,0.03611091462120676,0.017295041380773857,0.009584777534130296,0.008842045695692155,0.032609464525712666,0.015986418617811415,0.008488363867864468,0.002617245525924878,0.008771309330126618,0.010150668458654595
T7,0.011058751995135669,0.008208558181956373,0.023713612525651743,0.01820323782017177,0.010374705479972638,0.011970814015353043,0.060842137265334044,0.007448506498441894,0.02838793037926579,0.010222695143269742,0.013490917382382003,0.0171391654632515,0.03215018621266246,0.02310557117884016,0.0171391654632515,0.01702515771072433,0.013300904461503383,0.028045907121684276,0.02416964353576043,0.02568974690278939,0.016683134453142814,0.006878467735806035,0.017367180968305845,0.024967697803450633,0.012730865698867524,0.012312837272934559,0.0126928631146918,0.017063160294900053,0.005244356616249905,0.014288971650072205,0.009386638291403815,0.009082617617998024,0.017633199057535912,0.03245420688606825,0.0271338451014669,0.02485369005092346,0.015315041422816752,0.010792733905905601,0.01307288895644904,0.021775480732689822,0.0018241240404347496,0.0041042790909781865,0.026905829596412557,0.0053963669529528005,0.02914798206278027,0.007562514250969066,0.015999087937979783,0.010754731321729877,0.012350839857110283,0.00972866154898533,0.005244356616249905,0.014098958729193586,0.017785209394238808,0.020141369613133692,0.027665881279927036,0.015429049175343924,0.007638519419320514,0.016493121532264194,0.020141369613133692,0.008170555597780649
TP9,0.024315084982425732,0.015166835187057633,0.002696326255476913,0.00048148683133516297,0.03004477827531417,0.017718715393133997,0.009581587943569744,0.06610814194231787,0.023978044200491117,0.02301507053782079,0.017622418026866964,0.004092638066348886,0.010640858972507102,0.021426163994414753,0.009148249795368097,0.01925947325340652,0.008185276132697771,0.016707593047330157,0.003707448601280755,0.01170013000144446,0.021426163994414753,0.017381674611199383,0.008763060330299966,0.031152197987385045,0.022389137657085077,0.016563146997929608,0.01781501275940103,0.024700274447493863,0.027492898069237805,0.0,0.019837257451008714,0.017718715393133997,0.0010592710289373587,0.0,0.024700274447493863,0.022292840290818045,0.01117049448697578,0.011266791853242813,0.03240406374885647,0.01314459049544995,0.020992825846213106,0.01391496942558621,0.024892869180027925,0.018826135105204873,0.02547065337763012,0.003996340700081853,0.025326207328229572,0.0071741537868939284,0.012085319466512591,0.01872983773893784,0.016370552265395542,0.018633540372670808,0.01954836535220762,0.01117049448697578,0.0221483942414175,0.006355626173624151,0.021570610043815303,0.007511194568828542,0.012807549713515335,0.01560017333525928
CP5,0.012960685919377888,0.005516599647735204,0.01738061214316573,0.0025589046558771728,0.012395732943405005,0.0025589046558771728,0.024691768302814793,0.016317171247216777,0.056495297597288226,0.02093649263899505,0.022166096174936027,0.0013625336479345983,0.028546741550629758,0.011066431823468812,0.017546774783157755,0.023262769598883386,0.008806619919577282,0.02183377089495198,0.018975773487089162,0.02376125751885946,0.02781562593466485,0.004719018975773487,0.01598484596723273,0.029975740254561165,0.01462231231929813,0.021135887806985477,0.012595128111395433,0.006347412847695324,0.018643448207105114,0.010800571599481572,0.013758266591339604,0.010268851151507096,0.023030141902894555,0.025721976670765347,0.04243793825396298,0.04001196371007942,0.018776378319098733,0.007676713967631517,0.009537735535542189,0.033066365358412814,0.0005649529759728822,0.0,0.034727991758333056,0.011897245023428931,0.026120767006746204,0.006413877903692134,0.014589079791299725,0.0025921371838755775,0.0016948589279186467,0.00844106211159483,0.0,0.008740154863580473,0.01791233259114021,0.028181183742647303,0.01738061214316573,0.010800571599481572,0.015486358047256656,0.02110265527898707,0.023927420158851485,0.013359476255358745
CP1,0.014514274765280706,0.008478635753975857,0.01331672734240276,0.002969917608737306,0.023376125694577504,0.009484575589193332,0.012885610270166699,0.022705499137765855,0.03075301781950565,0.06907453535159992,0.027304081241617168,0.008670243341636328,0.0115443571565434,0.00996359455834451,0.011113240084307339,0.025579612952672925,0.013556236826978348,0.011352749568882927,0.009388771795363097,0.021220540333397202,0.021412147921057674,0.016669860126461006,0.01882544548764131,0.02878904004598582,0.022274382065529796,0.02596282812799387,0.012789806476336462,0.008670243341636328,0.02466947691128569,0.012119179919524813,0.015568116497413298,0.012214983713355049,0.006610461774286262,0.008622341444721212,0.02883694194290094,0.027783100210768345,0.0319505652423836,0.007281088331097912,0.011017436290477103,0.014945391837516765,0.012214983713355049,0.012694002682506228,0.02701666986012646,0.012694002682506228,0.01441847097145047,0.009149262310787507,0.00795171488790956,0.01441847097145047,0.005844031423644376,0.013604138723893466,0.0163824487449703,0.005221306763747845,0.01925656255987737,0.021460049817972792,0.015376508909752826,0.003353132784058249,0.02102893274573673,0.018202720827744778,0.01590342977581912,0.019543973941368076
