,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralmiddlefrontal-rh,temporalpole-lh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5915492957746479,0.028169014084507043,0.2112676056338028,0.014084507042253521,0.0,0.15492957746478872,0.0
frontalpole-rh,0.0,0.07142857142857142,0.5892857142857143,0.0,0.30357142857142855,0.0,0.03571428571428571,0.0
medialorbitofrontal-lh,0.0,0.08461538461538462,0.015384615384615385,0.3384615384615385,0.2230769230769231,0.0,0.3384615384615385,0.0
medialorbitofrontal-rh,0.0,0.0,0.1640625,0.1953125,0.4140625,0.0,0.2265625,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0546875,0.03125,0.3125,0.2578125,0.0,0.34375,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
