,bankssts-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,transversetemporal-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.41025641025641024,0.1794871794871795,0.0,0.0,0.41025641025641024,0.0
medialorbitofrontal-lh,0.0,0.0,0.20833333333333334,0.4583333333333333,0.0,0.0,0.3333333333333333,0.0
parsopercularis-lh,0.0,0.0,0.02,0.0,0.54,0.0,0.0,0.44
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.2727272727272727,0.22727272727272727,0.0,0.0,0.5,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.3968253968253968,0.0,0.0,0.6031746031746031
