,Fp1,F7,FT9,Cz,Fp2,AFz,F6,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.391304347826087,0.13043478260869565,0.0,0.08695652173913043,0.0,0.391304347826087,0.0
FT9,0.0,0.3076923076923077,0.23076923076923078,0.0,0.15384615384615385,0.0,0.3076923076923077,0.0
Cz,0.0,0.0,0.0,0.4782608695652174,0.0,0.17391304347826086,0.0,0.34782608695652173
Fp2,0.0,0.2727272727272727,0.2727272727272727,0.0,0.18181818181818182,0.0,0.2727272727272727,0.0
AFz,0.0,0.0,0.0,0.34782608695652173,0.0,0.30434782608695654,0.0,0.34782608695652173
F6,0.0,0.38095238095238093,0.14285714285714285,0.0,0.09523809523809523,0.0,0.38095238095238093,0.0
AF8,0.0,0.0,0.0,0.425,0.0,0.2,0.0,0.375
