,Fp1,F7,Fp2,AF3,AFz,F6,AF8,AF4
Fp1,0.2987012987012987,0.05194805194805195,0.3246753246753247,0.0,0.3116883116883117,0.0,0.012987012987012988,0.0
F7,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.0,0.2631578947368421,0.0,0.0,0.0
Fp2,0.3,0.05,0.325,0.0,0.3125,0.0,0.0125,0.0
AF3,0.0,0.0,0.0,0.7,0.0,0.18,0.12,0.0
AFz,0.3,0.05,0.325,0.0,0.3125,0.0,0.0125,0.0
F6,0.0,0.0,0.0,0.5294117647058824,0.0,0.47058823529411764,0.0,0.0
AF8,0.0,0.0,0.0,0.47058823529411764,0.0,0.11764705882352941,0.4117647058823529,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
