,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.11764705882352941,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.17647058823529413
parsopercularis-lh,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.47368421052631576,0.0
postcentral-lh,0.08823529411764706,0.0,0.20588235294117646,0.17647058823529413,0.20588235294117646,0.17647058823529413,0.0,0.14705882352941177
postcentral-rh,0.08823529411764706,0.0,0.20588235294117646,0.17647058823529413,0.20588235294117646,0.17647058823529413,0.0,0.14705882352941177
precentral-lh,0.08823529411764706,0.0,0.20588235294117646,0.17647058823529413,0.20588235294117646,0.17647058823529413,0.0,0.14705882352941177
precentral-rh,0.08823529411764706,0.0,0.20588235294117646,0.17647058823529413,0.20588235294117646,0.17647058823529413,0.0,0.14705882352941177
superiortemporal-lh,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.5333333333333333,0.0
supramarginal-rh,0.07692307692307693,0.0,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.0,0.15384615384615385
