,bankssts-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,lingual-lh,parahippocampal-lh,parsopercularis-lh,rostralanteriorcingulate-rh
bankssts-rh,0.7840909090909091,0.17045454545454544,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.16853932584269662,0.7752808988764045,0.056179775280898875,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.06593406593406594,0.0989010989010989,0.7032967032967034,0.0,0.0,0.0,0.13186813186813187,0.0
isthmuscingulate-lh,0.0,0.0,0.0,0.6576576576576577,0.27927927927927926,0.036036036036036036,0.0,0.02702702702702703
lingual-lh,0.0,0.0,0.0,0.37662337662337664,0.6233766233766234,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.03669724770642202,0.01834862385321101,0.6972477064220184,0.0,0.24770642201834864
parsopercularis-lh,0.0,0.023529411764705882,0.16470588235294117,0.0,0.0,0.0,0.8117647058823529,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.03636363636363636,0.0,0.3181818181818182,0.0,0.6454545454545455
