,bankssts-rh,frontalpole-lh,frontalpole-rh,parstriangularis-rh,pericalcarine-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.6842105263157895,0.06766917293233082,0.03759398496240601,0.0,0.0,0.07518796992481203,0.06766917293233082,0.06766917293233082
frontalpole-lh,0.11320754716981132,0.6792452830188679,0.08490566037735849,0.0,0.0,0.12264150943396226,0.0,0.0
frontalpole-rh,0.08450704225352113,0.15492957746478872,0.676056338028169,0.0,0.0,0.08450704225352113,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.08823529411764706,0.09803921568627451,0.049019607843137254,0.0,0.0,0.5392156862745098,0.10784313725490197,0.11764705882352941
temporalpole-rh,0.06521739130434782,0.0,0.0,0.0,0.0,0.09420289855072464,0.5289855072463768,0.3115942028985507
transversetemporal-rh,0.072,0.0,0.0,0.0,0.0,0.08,0.288,0.56
