,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-lh,parstriangularis-rh,temporalpole-rh
caudalanteriorcingulate-rh,0.6,0.05333333333333334,0.06666666666666667,0.0,0.10666666666666667,0.17333333333333334,0.0,0.0
frontalpole-lh,0.01652892561983471,0.39669421487603307,0.2644628099173554,0.09090909090909091,0.08264462809917356,0.05785123966942149,0.09090909090909091,0.0
frontalpole-rh,0.030534351145038167,0.2748091603053435,0.40458015267175573,0.07633587786259542,0.09923664122137404,0.07633587786259542,0.030534351145038167,0.007633587786259542
medialorbitofrontal-lh,0.013888888888888888,0.05555555555555555,0.08333333333333333,0.625,0.041666666666666664,0.0,0.0,0.18055555555555555
medialorbitofrontal-rh,0.06722689075630252,0.15126050420168066,0.17647058823529413,0.008403361344537815,0.4789915966386555,0.11764705882352941,0.0,0.0
parsopercularis-lh,0.17,0.08,0.14,0.02,0.16,0.4,0.03,0.0
parstriangularis-rh,0.0,0.2222222222222222,0.037037037037037035,0.0,0.0,0.018518518518518517,0.6296296296296297,0.09259259259259259
temporalpole-rh,0.0,0.0,0.04411764705882353,0.1323529411764706,0.0,0.0,0.04411764705882353,0.7794117647058824
