,entorhinal-rh,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh
entorhinal-rh,0.8170731707317073,0.0,0.0,0.0975609756097561,0.0,0.0,0.08536585365853659,0.0
frontalpole-lh,0.0,0.7132867132867133,0.1048951048951049,0.0,0.13986013986013987,0.0,0.0,0.04195804195804196
frontalpole-rh,0.0,0.11057692307692307,0.5769230769230769,0.0,0.24519230769230768,0.0,0.0,0.0673076923076923
inferiortemporal-rh,0.031007751937984496,0.0,0.0,0.5968992248062015,0.0,0.0,0.37209302325581395,0.0
medialorbitofrontal-lh,0.0,0.13215859030837004,0.20704845814977973,0.0,0.4889867841409692,0.0,0.0,0.17180616740088106
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-rh,0.03488372093023256,0.0,0.0,0.26744186046511625,0.0,0.0,0.6976744186046512,0.0
rostralanteriorcingulate-rh,0.0,0.05,0.08888888888888889,0.0,0.25555555555555554,0.0,0.0,0.6055555555555555
