,entorhinal-rh,frontalpole-lh,insula-lh,medialorbitofrontal-lh,middletemporal-lh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-lh
entorhinal-rh,0.6046511627906976,0.0,0.06976744186046512,0.13953488372093023,0.05813953488372093,0.046511627906976744,0.08139534883720931,0.0
frontalpole-lh,0.0,0.8958333333333334,0.0,0.10416666666666667,0.0,0.0,0.0,0.0
insula-lh,0.13592233009708737,0.0,0.5922330097087378,0.0,0.1650485436893204,0.0,0.0,0.10679611650485436
medialorbitofrontal-lh,0.10752688172043011,0.053763440860215055,0.0,0.6666666666666666,0.0,0.10752688172043011,0.06451612903225806,0.0
middletemporal-lh,0.06862745098039216,0.0,0.12745098039215685,0.0,0.43137254901960786,0.0,0.09803921568627451,0.27450980392156865
rostralanteriorcingulate-lh,0.037037037037037035,0.0,0.0,0.18518518518518517,0.0,0.7777777777777778,0.0,0.0
temporalpole-rh,0.031746031746031744,0.0,0.0,0.06349206349206349,0.1746031746031746,0.0,0.6031746031746031,0.12698412698412698
transversetemporal-lh,0.0,0.0,0.07692307692307693,0.0,0.2967032967032967,0.0,0.0989010989010989,0.5274725274725275
