,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parsopercularis-rh,parsorbitalis-lh,temporalpole-lh
caudalmiddlefrontal-rh,0.8372093023255814,0.0,0.13178294573643412,0.007751937984496124,0.0,0.023255813953488372,0.0,0.0
entorhinal-lh,0.0,0.42,0.0,0.11,0.22,0.0,0.0,0.25
frontalpole-lh,0.2222222222222222,0.0,0.7592592592592593,0.0,0.018518518518518517,0.0,0.0,0.0
frontalpole-rh,0.011764705882352941,0.08235294117647059,0.0,0.5764705882352941,0.0,0.0,0.3058823529411765,0.023529411764705882
parahippocampal-lh,0.0,0.2222222222222222,0.022222222222222223,0.014814814814814815,0.4666666666666667,0.0,0.02962962962962963,0.24444444444444444
parsopercularis-rh,0.10606060606060606,0.0,0.0,0.015151515151515152,0.0,0.8787878787878788,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.18018018018018017,0.07207207207207207,0.0,0.6846846846846847,0.06306306306306306
temporalpole-lh,0.0,0.264,0.0,0.04,0.232,0.0,0.008,0.456
