,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-lh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.4260869565217391,0.0,0.19130434782608696,0.0,0.0,0.0,0.0,0.3826086956521739
frontalpole-rh,0.0,0.6470588235294118,0.35294117647058826,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.23008849557522124,0.17699115044247787,0.4424778761061947,0.0,0.0,0.0,0.0,0.1504424778761062
parahippocampal-rh,0.0,0.0,0.0,0.8095238095238095,0.0,0.0,0.19047619047619047,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.9318181818181818,0.06818181818181818,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.8947368421052632,0.0
rostralanteriorcingulate-rh,0.39215686274509803,0.0,0.12745098039215685,0.0,0.0,0.0,0.0,0.4803921568627451
