,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.5683168316831683,0.18811881188118812,0.03564356435643564,0.011881188118811881,0.005940594059405941,0.0,0.07128712871287128,0.1188118811881188
frontalpole-rh,0.15357766143106458,0.4328097731239092,0.05410122164048865,0.013961605584642234,0.008726003490401396,0.02268760907504363,0.193717277486911,0.12041884816753927
insula-rh,0.030501089324618737,0.06318082788671024,0.579520697167756,0.023965141612200435,0.08278867102396514,0.023965141612200435,0.14161220043572983,0.054466230936819175
isthmuscingulate-rh,0.009523809523809525,0.022222222222222223,0.04126984126984127,0.7111111111111111,0.13968253968253969,0.025396825396825397,0.022222222222222223,0.02857142857142857
parahippocampal-rh,0.0072992700729927005,0.009732360097323601,0.12165450121654502,0.11678832116788321,0.683698296836983,0.0,0.0170316301703163,0.043795620437956206
parsopercularis-rh,0.013824884792626729,0.08294930875576037,0.07834101382488479,0.009216589861751152,0.0,0.728110599078341,0.07373271889400922,0.013824884792626729
rostralanteriorcingulate-lh,0.05263157894736842,0.17826825127334464,0.11035653650254669,0.006791171477079796,0.022071307300509338,0.03395585738539898,0.49575551782682514,0.100169779286927
rostralanteriorcingulate-rh,0.11904761904761904,0.10317460317460317,0.061507936507936505,0.015873015873015872,0.025793650793650792,0.00992063492063492,0.12301587301587301,0.5416666666666666
