,frontalpole-rh,fusiform-rh,inferiortemporal-rh,medialorbitofrontal-rh,parahippocampal-rh,parstriangularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.6620278330019881,0.003976143141153081,0.009940357852882704,0.1312127236580517,0.0019880715705765406,0.03180914512922465,0.055666003976143144,0.10337972166998012
fusiform-rh,0.00949367088607595,0.5949367088607594,0.12974683544303797,0.00949367088607595,0.20569620253164558,0.00949367088607595,0.03164556962025317,0.00949367088607595
inferiortemporal-rh,0.00906344410876133,0.1691842900302115,0.6465256797583081,0.03323262839879154,0.01812688821752266,0.07854984894259819,0.0030211480362537764,0.04229607250755287
medialorbitofrontal-rh,0.11940298507462686,0.004975124378109453,0.04228855721393035,0.572139303482587,0.004975124378109453,0.04477611940298507,0.08706467661691543,0.12437810945273632
parahippocampal-rh,0.02197802197802198,0.26373626373626374,0.02197802197802198,0.005494505494505495,0.6318681318681318,0.005494505494505495,0.04945054945054945,0.0
parstriangularis-rh,0.03896103896103896,0.006493506493506494,0.05519480519480519,0.032467532467532464,0.0,0.672077922077922,0.18181818181818182,0.012987012987012988
rostralanteriorcingulate-lh,0.05701754385964912,0.017543859649122806,0.0,0.08771929824561403,0.019736842105263157,0.08333333333333333,0.6710526315789473,0.06359649122807018
rostralanteriorcingulate-rh,0.08928571428571429,0.015306122448979591,0.025510204081632654,0.125,0.0,0.00510204081632653,0.07397959183673469,0.6658163265306123
