,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-rh
fusiform-lh,0.3741496598639456,0.17687074829931973,0.07482993197278912,0.17687074829931973,0.19727891156462585,0.0,0.0,0.0
inferiortemporal-lh,0.20689655172413793,0.41379310344827586,0.0,0.11724137931034483,0.2620689655172414,0.0,0.0,0.0
isthmuscingulate-rh,0.04794520547945205,0.0,0.6643835616438356,0.0273972602739726,0.0,0.2602739726027397,0.0,0.0
lingual-lh,0.16993464052287582,0.08496732026143791,0.058823529411764705,0.5032679738562091,0.1830065359477124,0.0,0.0,0.0
parahippocampal-lh,0.18435754189944134,0.19553072625698323,0.0,0.2011173184357542,0.41899441340782123,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
