,isthmuscingulate-rh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
isthmuscingulate-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.6829268292682927,0.0,0.012195121951219513,0.3048780487804878,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.6846153846153846,0.2153846153846154,0.0,0.015384615384615385,0.08461538461538462
pericalcarine-rh,0.0,0.17647058823529413,0.0,0.2689075630252101,0.5546218487394958,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.0,0.0,0.16363636363636364,0.0,0.0,0.0,0.8363636363636363
