,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh
bankssts-lh,0.81,0.0,0.0,0.01,0.05,0.075,0.0,0.055
frontalpole-lh,0.0,0.9060773480662984,0.09392265193370165,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.15315315315315314,0.8468468468468469,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.32514177693761814,0.2892249527410208,0.00945179584120983,0.11531190926275993,0.2608695652173913
inferiortemporal-lh,0.014925373134328358,0.0,0.0,0.292910447761194,0.3246268656716418,0.022388059701492536,0.10261194029850747,0.24253731343283583
isthmuscingulate-rh,0.05263157894736842,0.0,0.0,0.02046783625730994,0.043859649122807015,0.49707602339181284,0.2573099415204678,0.1286549707602339
lingual-lh,0.0019193857965451055,0.0,0.0,0.10940499040307101,0.09788867562380038,0.16122840690978887,0.39731285988483683,0.23224568138195778
parahippocampal-lh,0.016897081413210446,0.0,0.0,0.21351766513056836,0.19969278033794163,0.06144393241167435,0.1889400921658986,0.3195084485407066
