,Fp1,Oz,O2,P5,PO3,PO4,PO8,AF8
Fp1,0.15464994775339602,0.15282131661442006,0.0,0.11729362591431557,0.1180773249738767,0.15282131661442006,0.15282131661442006,0.15151515151515152
Oz,0.1539064541416253,0.15469035798275413,0.0,0.11549516592631304,0.11627906976744186,0.15469035798275413,0.15469035798275413,0.15024823621635747
O2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P5,0.10197066911090742,0.10036663611365719,0.0,0.24747937671860679,0.2470210815765353,0.10036663611365719,0.10036663611365719,0.10242896425297891
PO3,0.10200364298724955,0.10040983606557377,0.0,0.24635701275045538,0.24795081967213115,0.10040983606557377,0.10040983606557377,0.10245901639344263
PO4,0.1539064541416253,0.15469035798275413,0.0,0.11549516592631304,0.11627906976744186,0.15469035798275413,0.15469035798275413,0.15024823621635747
PO8,0.1539064541416253,0.15469035798275413,0.0,0.11549516592631304,0.11627906976744186,0.15469035798275413,0.15469035798275413,0.15024823621635747
AF8,0.1530720338983051,0.15121822033898305,0.0,0.1194385593220339,0.12023305084745763,0.15121822033898305,0.15121822033898305,0.15360169491525424
