,P3,Oz,O2,CP3,P1,P5,PO3,AF8
P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.25248344370860926,0.24917218543046357,0.25165562913907286,0.24668874172185432,0.0
P1,0.0,0.0,0.0,0.25165562913907286,0.25,0.25165562913907286,0.24668874172185432,0.0
P5,0.0,0.0,0.0,0.2526837324525186,0.24938067712634188,0.2518579686209744,0.24607762180016515,0.0
PO3,0.0,0.0,0.0,0.250628667225482,0.24979044425817268,0.250628667225482,0.24895222129086336,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
