,P3,Oz,O2,CP3,P1,P5,PO3,AF8
P3,0.9560538116591928,0.0,0.04394618834080718,0.0,0.0,0.0,0.0,0.0
Oz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.08823529411764706,0.0,0.9117647058823529,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.2518844221105528,0.24874371859296482,0.251570351758794,0.24780150753768845,0.0
P1,0.0,0.0,0.0,0.2510999371464488,0.2498428661219359,0.25047140163419235,0.248585795097423,0.0
P5,0.0,0.0,0.0,0.25204017576898935,0.24890144381669804,0.2517263025737602,0.24733207784055242,0.0
PO3,0.0,0.0,0.0,0.2505529225908373,0.24960505529225907,0.2502369668246445,0.24960505529225907,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
