,F7,TP10,Fp2,AF3,FT8,F6,AF8,AF4
F7,0.53125,0.0,0.0,0.0,0.46875,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
