,F7,C3,Pz,T8,AF7,FT7,FC3,P6
F7,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.37037037037037035,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.3,0.0,0.4,0.0,0.3,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.3,0.0,0.4,0.0,0.3,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
