,F7,C3,Pz,T8,AF7,FT7,FC3,P6
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.28,0.0,0.36,0.0,0.0,0.0,0.36
Pz,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0
T8,0.0,0.14814814814814814,0.0,0.4444444444444444,0.0,0.0,0.0,0.4074074074074074
AF7,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.1568627450980392,0.0,0.43137254901960786,0.0,0.0,0.0,0.4117647058823529
