,FC5,C3,Pz,O1,Oz,FT7,PO3,AF8
FC5,0.26666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667
C3,0.2,0.35,0.0,0.4,0.0,0.0,0.0,0.05
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.15384615384615385,0.3076923076923077,0.0,0.5,0.0,0.0,0.0,0.038461538461538464
Oz,0.0,0.0,0.0,0.0,0.42,0.16,0.42,0.0
FT7,0.0,0.0,0.0,0.0,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.0
PO3,0.0,0.0,0.0,0.0,0.425531914893617,0.14893617021276595,0.425531914893617,0.0
AF8,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285
