,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,pericalcarine-lh,temporalpole-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.49206349206349204,0.0,0.23809523809523808,0.2698412698412698,0.0,0.0,0.0
insula-rh,0.0,0.0,0.7346938775510204,0.08163265306122448,0.0,0.0,0.10204081632653061,0.08163265306122448
lateralorbitofrontal-rh,0.0,0.07751937984496124,0.06201550387596899,0.4263565891472868,0.24806201550387597,0.06201550387596899,0.0,0.12403100775193798
medialorbitofrontal-rh,0.0,0.09022556390977443,0.0,0.2932330827067669,0.49624060150375937,0.06015037593984962,0.0,0.06015037593984962
parsorbitalis-rh,0.0,0.0,0.0,0.1,0.12,0.78,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0945945945945946,0.0,0.0,0.0,0.8918918918918919,0.013513513513513514
temporalpole-rh,0.0,0.0,0.12658227848101267,0.22784810126582278,0.0759493670886076,0.0,0.0379746835443038,0.5316455696202531
