,entorhinal-rh,frontalpole-lh,inferiorparietal-rh,lingual-rh,parahippocampal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.46788990825688076,0.12844036697247707,0.0,0.10091743119266056,0.0,0.0,0.2018348623853211,0.10091743119266056
frontalpole-lh,0.13333333333333333,0.8166666666666667,0.0,0.0,0.0,0.0,0.05,0.0
inferiorparietal-rh,0.0,0.0,0.7636363636363637,0.09090909090909091,0.01818181818181818,0.0,0.0,0.12727272727272726
lingual-rh,0.05434782608695652,0.0,0.05434782608695652,0.391304347826087,0.08695652173913043,0.0,0.11956521739130435,0.29347826086956524
parahippocampal-rh,0.0,0.0,0.0,0.09090909090909091,0.7954545454545454,0.0,0.045454545454545456,0.06818181818181818
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.19672131147540983,0.03278688524590164,0.0,0.12295081967213115,0.0,0.0,0.5163934426229508,0.13114754098360656
transversetemporal-rh,0.08737864077669903,0.0,0.06796116504854369,0.27184466019417475,0.08737864077669903,0.0,0.1262135922330097,0.3592233009708738
