,F3,F7,FT9,P7,CP2,AF7,F5,P2
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.24242424242424243,0.25252525252525254,0.0,0.0,0.25252525252525254,0.25252525252525254,0.0
FT9,0.0,0.10964912280701754,0.2982456140350877,0.0,0.0,0.3026315789473684,0.2894736842105263,0.0
P7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.09225092250922509,0.25461254612546125,0.0,0.0,0.4095940959409594,0.24354243542435425,0.0
F5,0.0,0.11312217194570136,0.29411764705882354,0.0,0.0,0.2986425339366516,0.29411764705882354,0.0
P2,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.46153846153846156
