,caudalmiddlefrontal-rh,frontalpole-rh,lateralorbitofrontal-rh,pericalcarine-rh,precuneus-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-lh
caudalmiddlefrontal-rh,0.4782608695652174,0.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.043478260869565216
frontalpole-rh,0.0,0.21739130434782608,0.21739130434782608,0.15217391304347827,0.0,0.20652173913043478,0.20652173913043478,0.0
lateralorbitofrontal-rh,0.0,0.21739130434782608,0.21739130434782608,0.15217391304347827,0.0,0.20652173913043478,0.20652173913043478,0.0
pericalcarine-rh,0.0,0.2,0.2,0.23333333333333334,0.0,0.18333333333333332,0.18333333333333332,0.0
precuneus-lh,0.4782608695652174,0.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.043478260869565216
rostralanteriorcingulate-lh,0.0,0.22105263157894736,0.22105263157894736,0.1368421052631579,0.0,0.21052631578947367,0.21052631578947367,0.0
rostralanteriorcingulate-rh,0.0,0.22105263157894736,0.22105263157894736,0.1368421052631579,0.0,0.21052631578947367,0.21052631578947367,0.0
superiorparietal-lh,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.2
