,entorhinal-lh,inferiortemporal-rh,insula-lh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.49572649572649574,0.10256410256410256,0.0,0.0,0.4017094017094017,0.0,0.0
insula-lh,0.0,0.21052631578947367,0.5789473684210527,0.0,0.0,0.21052631578947367,0.0,0.0
insula-rh,0.0,0.0,0.0,0.6014492753623188,0.2753623188405797,0.0,0.12318840579710146,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0,0.4,0.44761904761904764,0.0,0.1523809523809524,0.0
parahippocampal-rh,0.0,0.32903225806451614,0.07741935483870968,0.0,0.0,0.5612903225806452,0.012903225806451613,0.01935483870967742
temporalpole-rh,0.0,0.0,0.0,0.17708333333333334,0.14583333333333334,0.0,0.6770833333333334,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9
