,cuneus-lh,insula-lh,lateraloccipital-lh,lateralorbitofrontal-lh,paracentral-rh,parahippocampal-rh,pericalcarine-lh,temporalpole-rh
cuneus-lh,0.8141592920353983,0.0,0.05309734513274336,0.0,0.0,0.0,0.13274336283185842,0.0
insula-lh,0.0,0.9156626506024096,0.0,0.0,0.0,0.0,0.0,0.08433734939759036
lateraloccipital-lh,0.060240963855421686,0.0,0.8433734939759037,0.0,0.0,0.0,0.0963855421686747,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.7615894039735099,0.0,0.23841059602649006,0.0,0.0
paracentral-rh,0.0,0.0,0.0,0.0,0.839622641509434,0.08018867924528301,0.0,0.08018867924528301
parahippocampal-rh,0.0,0.0,0.0,0.13745704467353953,0.06529209621993128,0.7972508591065293,0.0,0.0
pericalcarine-lh,0.14074074074074075,0.0,0.11851851851851852,0.0,0.0,0.0,0.7407407407407407,0.0
temporalpole-rh,0.0,0.10900473933649289,0.0,0.0,0.08056872037914692,0.0,0.0,0.8104265402843602
