,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.14035087719298245,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.12280701754385964,0.08771929824561403,0.017543859649122806,0.15789473684210525
caudalmiddlefrontal-rh,0.12,0.16,0.12,0.16,0.12,0.09333333333333334,0.05333333333333334,0.17333333333333334
parstriangularis-rh,0.14,0.16,0.16,0.16,0.12,0.08,0.0,0.18
precentral-rh,0.1267605633802817,0.15492957746478872,0.1267605633802817,0.15492957746478872,0.1267605633802817,0.09859154929577464,0.04225352112676056,0.16901408450704225
rostralmiddlefrontal-lh,0.15,0.15,0.13333333333333333,0.15,0.13333333333333333,0.1,0.03333333333333333,0.15
rostralmiddlefrontal-rh,0.14285714285714285,0.14285714285714285,0.12244897959183673,0.14285714285714285,0.14285714285714285,0.12244897959183673,0.04081632653061224,0.14285714285714285
superiortemporal-lh,0.075,0.15,0.05,0.125,0.1,0.1,0.25,0.15
superiortemporal-rh,0.11842105263157894,0.15789473684210525,0.11842105263157894,0.15789473684210525,0.11842105263157894,0.09210526315789473,0.05263157894736842,0.18421052631578946
