space,band,common_parcels,window,method,subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state
sensor_space,alpha,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-LEFT,0.9967659025156796,1.0000000000000022,0.9875835023036172,1.0048468360328775,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-RIGHT,0.9960804938679048,1.0000000000000004,0.987108325563776,1.0064465247900996,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-LEFT,0.9920437059488416,0.9999999999999984,0.9858969302419732,0.9984448155306443,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-RIGHT,0.99484321379474,1.0000000000000009,0.987863928704536,1.0022816487126875,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION,0.9964231981917924,1.000000000000001,0.9873459139336964,1.0056466804114883,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY,0.9934434598717908,0.9999999999999996,0.9868804294732546,1.000363232121666,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S09,Sess01,LEFT,0.9944048042322606,1.0000000000000004,0.9867402162727952,1.001645825781761,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S09,Sess01,RIGHT,0.9954618538313224,1.0000000000000009,0.987486127134156,1.0043640867513934,bootstrap,critical
sensor_space,alpha,False,full_window,N/A,S09,Sess01,LEFT_vs_RIGHT,-0.0010570495990618,0.0,-0.0176238704785982,0.0141596986476051,bootstrap,delta
sensor_space,alpha,False,full_window,N/A,S09,Sess01,IMAGERY_vs_EXECUTION,-0.0029797383200015,0.0,-0.0187662509382339,0.0130173181879694,bootstrap,delta
sensor_space,alpha,False,full_window,N/A,S09,Sess01,ME_LEFT_vs_ME_RIGHT,0.0006854086477747,0.0,-0.0188630224864824,0.0177385104691015,bootstrap,delta
sensor_space,alpha,False,full_window,N/A,S09,Sess01,MI_LEFT_vs_MI_RIGHT,-0.0027995078458983,0.0,-0.0163847184707143,0.0105808868261084,bootstrap,delta
sensor_space,beta,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-LEFT,0.9760988401318976,0.9999999999999992,0.9658562810245908,0.9863001860923404,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-RIGHT,0.9776896344562144,1.0,0.9669143946923132,0.9903695106533116,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-LEFT,0.9789572637663786,1.0000000000000002,0.9711243898406892,0.9867266242569784,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-RIGHT,0.9809873438896658,0.999999999999998,0.972074260174692,0.9909616589494152,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION,0.976894237294056,0.9999999999999996,0.966385337858452,0.988334848372826,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY,0.979972303828022,0.9999999999999992,0.9715993250076906,0.9888441416031968,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S09,Sess01,LEFT,0.977528051949138,0.9999999999999998,0.96849033543264,0.9865134051746594,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S09,Sess01,RIGHT,0.97933848917294,0.999999999999999,0.9694943274335024,0.9906655848013636,bootstrap,critical
sensor_space,beta,False,full_window,N/A,S09,Sess01,LEFT_vs_RIGHT,-0.001810437223802,0.0,-0.0221752493687235,0.0170190777411568,bootstrap,delta
sensor_space,beta,False,full_window,N/A,S09,Sess01,IMAGERY_vs_EXECUTION,0.0030780665339662,0.0,-0.0167355233651353,0.0224588037447448,bootstrap,delta
sensor_space,beta,False,full_window,N/A,S09,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0015907943243168,0.0,-0.0245132296287209,0.0193857914000272,bootstrap,delta
sensor_space,beta,False,full_window,N/A,S09,Sess01,MI_LEFT_vs_MI_RIGHT,-0.0020300801232872,0.0,-0.0198372691087258,0.0146523640822864,bootstrap,delta
sensor_space,broadband,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-LEFT,0.9982886445256828,0.9999999999999996,0.9969488943917462,0.9994723729715312,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-RIGHT,0.9998787659550976,1.000000000000003,0.998534670648722,1.0011013339376875,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-LEFT,0.9986087607725738,1.0000000000000009,0.9977930355150398,0.9994403417590269,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-RIGHT,0.9992603205783264,1.0,0.998487651930665,1.0000129763148344,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION,0.99908370524039,1.000000000000001,0.997741782520234,1.0002868534546094,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY,0.9989345406754502,1.0000000000000004,0.9981403437228524,0.9997266590369308,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S09,Sess01,LEFT,0.9984487026491282,1.0,0.9973709649533932,0.999456357365279,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S09,Sess01,RIGHT,0.999569543266712,1.0000000000000018,0.9985111612896936,1.000557155126261,bootstrap,critical
sensor_space,broadband,False,full_window,N/A,S09,Sess01,LEFT_vs_RIGHT,-0.0011208406175837,0.0,-0.003186190172868,0.0009451960755855,bootstrap,delta
sensor_space,broadband,False,full_window,N/A,S09,Sess01,IMAGERY_vs_EXECUTION,-0.0001491645649399,0.0,-0.002146509731757,0.0019848765166966,bootstrap,delta
sensor_space,broadband,False,full_window,N/A,S09,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0015901214294149,0.0,-0.0041524395459415,0.0009377023228092,bootstrap,delta
sensor_space,broadband,False,full_window,N/A,S09,Sess01,MI_LEFT_vs_MI_RIGHT,-0.0006515598057527,0.0,-0.0022199407997945,0.0009526898283618,bootstrap,delta
sensor_space,delta,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-LEFT,0.99901242896216,1.000000000000001,0.9977628232165668,1.0001566234513364,bootstrap,critical
sensor_space,delta,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-RIGHT,0.9997306657584668,0.9999999999999968,0.9984246316603594,1.0009599954464046,bootstrap,critical
sensor_space,delta,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-LEFT,0.9991940331981478,1.000000000000001,0.9982808100720212,0.9998983319527964,bootstrap,critical
sensor_space,delta,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-RIGHT,0.999531934310134,1.0000000000000029,0.9987763810357384,1.0004932597721017,bootstrap,critical
sensor_space,delta,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION,0.9993715473603132,0.9999999999999992,0.9980937274384633,1.0005583094488704,bootstrap,critical
sensor_space,delta,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY,0.9993629837541408,1.000000000000002,0.9985285955538796,1.000195795862449,bootstrap,critical
sensor_space,delta,False,full_window,N/A,S09,Sess01,LEFT,0.999103231080154,1.000000000000001,0.998021816644294,1.0000274777020663,bootstrap,critical
sensor_space,delta,False,full_window,N/A,S09,Sess01,RIGHT,0.9996313000343005,1.0,0.998600506348049,1.0007266276092532,bootstrap,critical
sensor_space,delta,False,full_window,N/A,S09,Sess01,LEFT_vs_RIGHT,-0.0005280689541464,0.0,-0.0027048109649592,0.0014269713540173,bootstrap,delta
sensor_space,delta,False,full_window,N/A,S09,Sess01,IMAGERY_vs_EXECUTION,-8.563606172407034e-06,0.0,-0.0020297138949906,0.0021020684239858,bootstrap,delta
sensor_space,delta,False,full_window,N/A,S09,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0007182367963068,0.0,-0.0031971722298377,0.0017319917909769,bootstrap,delta
sensor_space,delta,False,full_window,N/A,S09,Sess01,MI_LEFT_vs_MI_RIGHT,-0.000337901111986,0.0,-0.0022124497000806,0.0011219509170579,bootstrap,delta
sensor_space,gamma,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-LEFT,1.0240245140111732,1.0000000000000004,0.9879446188358076,1.0612129794899603,bootstrap,critical
sensor_space,gamma,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION-RIGHT,1.000785890945665,1.0000000000000018,0.9679191583827078,1.0336934116188778,bootstrap,critical
sensor_space,gamma,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-LEFT,0.992221599528158,0.9999999999999998,0.9646270373770314,1.023418504060556,bootstrap,critical
sensor_space,gamma,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY-RIGHT,1.00462816117494,0.9999999999999984,0.9718506425665174,1.0395567895001607,bootstrap,critical
sensor_space,gamma,False,full_window,N/A,S09,Sess01,MOTOR_EXECUTION,1.0124052024784191,1.000000000000001,0.9779318886092576,1.0474531955544193,bootstrap,critical
sensor_space,gamma,False,full_window,N/A,S09,Sess01,MOTOR_IMAGERY,0.998424880351549,0.9999999999999992,0.9682388399717744,1.0314876467803584,bootstrap,critical
sensor_space,gamma,False,full_window,N/A,S09,Sess01,LEFT,1.0081230567696655,1.0,0.9762858281064196,1.0423157417752584,bootstrap,critical
sensor_space,gamma,False,full_window,N/A,S09,Sess01,RIGHT,1.0027070260603024,1.0,0.9698849004746126,1.0366251005595193,bootstrap,critical
sensor_space,gamma,False,full_window,N/A,S09,Sess01,LEFT_vs_RIGHT,0.0054160307093631,0.0,-0.0603392724530997,0.0724308413006458,bootstrap,delta
