,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.25,0.0,0.0,0.15234375,0.0,0.16796875,0.1875,0.2421875
parsopercularis-lh,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.1895734597156398,0.0,0.0,0.27014218009478674,0.0,0.17061611374407584,0.18009478672985782,0.1895734597156398
superiorfrontal-rh,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
superiortemporal-lh,0.1752988047808765,0.0,0.0,0.14741035856573706,0.0,0.27091633466135456,0.23107569721115537,0.1752988047808765
superiortemporal-rh,0.1828793774319066,0.0,0.0,0.14007782101167315,0.0,0.2140077821011673,0.2801556420233463,0.1828793774319066
supramarginal-rh,0.24193548387096775,0.0,0.0,0.15725806451612903,0.0,0.17338709677419356,0.18548387096774194,0.24193548387096775
