,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1509433962264151,0.12578616352201258,0.11320754716981132,0.11949685534591195,0.11949685534591195,0.13836477987421383,0.11949685534591195,0.11320754716981132
postcentral-lh,0.13548387096774195,0.12903225806451613,0.11612903225806452,0.12258064516129032,0.12258064516129032,0.13548387096774195,0.12258064516129032,0.11612903225806452
postcentral-rh,0.12751677852348994,0.12751677852348994,0.12751677852348994,0.1342281879194631,0.12080536912751678,0.12751677852348994,0.12080536912751678,0.11409395973154363
precentral-lh,0.1346153846153846,0.1282051282051282,0.11538461538461539,0.1282051282051282,0.12179487179487179,0.1346153846153846,0.12179487179487179,0.11538461538461539
precentral-rh,0.13548387096774195,0.12903225806451613,0.11612903225806452,0.12258064516129032,0.12258064516129032,0.13548387096774195,0.12258064516129032,0.11612903225806452
superiorfrontal-lh,0.14012738853503184,0.12738853503184713,0.11464968152866242,0.12101910828025478,0.12101910828025478,0.14012738853503184,0.12101910828025478,0.11464968152866242
superiortemporal-lh,0.12101910828025478,0.11464968152866242,0.10191082802547771,0.10828025477707007,0.10828025477707007,0.12101910828025478,0.2229299363057325,0.10191082802547771
superiortemporal-rh,0.1310344827586207,0.1310344827586207,0.11724137931034483,0.12413793103448276,0.12413793103448276,0.1310344827586207,0.12413793103448276,0.11724137931034483
