,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.16,0.12,0.1,0.12,0.12,0.16,0.12,0.1
postcentral-lh,0.14583333333333334,0.125,0.10416666666666667,0.125,0.125,0.14583333333333334,0.125,0.10416666666666667
postcentral-rh,0.11904761904761904,0.11904761904761904,0.14285714285714285,0.16666666666666666,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.09523809523809523
precentral-lh,0.14285714285714285,0.12244897959183673,0.10204081632653061,0.14285714285714285,0.12244897959183673,0.14285714285714285,0.12244897959183673,0.10204081632653061
precentral-rh,0.14583333333333334,0.125,0.10416666666666667,0.125,0.125,0.14583333333333334,0.125,0.10416666666666667
superiorfrontal-lh,0.16,0.12,0.1,0.12,0.12,0.16,0.12,0.1
superiortemporal-lh,0.15,0.125,0.1,0.125,0.125,0.15,0.125,0.1
superiortemporal-rh,0.13157894736842105,0.13157894736842105,0.10526315789473684,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.10526315789473684
